t,monthly-average-exchange-rates-monthly,month-end-a-exchange-rates-monthly,merchandise-exports-total-quarterly,total-volume-of-real-time-gross-settlement-(rtgs)-transactions-monthly,total-value-of-financial-transactions-through-common-atm-switch-(cas)-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,merchandise-imports-total-quarterly,formal-private-sector-wage-rate-index(december-1978=100)(nominal)-monthly,informal-private-sector-wage-rate-index(2012=100)(nominal)-monthly
2007-10-01 00:00:00,113.1,111.4,2056.2,16534.0,631918970.0,76.5,2774.9,1817.7,94.4
2007-11-01 00:00:00,110.5,110.5,2056.2,16534.0,631918970.0,76.5,2774.9,1817.8,94.4
2007-12-01 00:00:00,109.1,108.7,2043.6,16534.0,631918970.0,76.5,3246.2,1817.9,94.4
2008-01-01 00:00:00,108.3,108.0,2043.6,16534.0,631918970.0,78.2,3246.2,1817.9,94.4
2008-02-01 00:00:00,107.9,107.9,2043.6,16534.0,631918970.0,78.2,3246.2,1819.6,94.4
2008-03-01 00:00:00,107.7,107.8,1869.2,16534.0,631918970.0,78.2,3294.5,2046.2,94.4
2008-04-01 00:00:00,107.8,107.9,1869.2,16534.0,631918970.0,78.2,3294.5,2046.2,94.4
2008-05-01 00:00:00,107.8,107.9,1869.2,16534.0,631918970.0,78.2,3294.5,2046.3,94.4
2008-06-01 00:00:00,107.8,107.7,2005.0,16534.0,631918970.0,78.2,3739.1,2046.3,94.4
2008-07-01 00:00:00,107.6,107.5,2005.0,16534.0,631918970.0,82.6,3739.1,2168.3,94.4
2008-08-01 00:00:00,107.8,107.8,2005.0,16534.0,631918970.0,82.6,3739.1,2168.3,94.4
2008-09-01 00:00:00,107.9,107.9,2252.9,16534.0,631918970.0,82.6,3774.1,2171.4,94.4
2008-10-01 00:00:00,108.1,109.4,2252.9,16534.0,631918970.0,82.6,3774.1,2171.4,94.4
2008-11-01 00:00:00,110.0,110.0,2252.9,16534.0,631918970.0,82.6,3774.1,2171.4,94.4
2008-12-01 00:00:00,111.4,113.1,1983.5,16534.0,631918970.0,82.6,3283.5,2171.4,94.4
2009-01-01 00:00:00,113.7,113.9,1983.5,16534.0,631918970.0,87.2,3283.5,2171.3,94.4
2009-02-01 00:00:00,113.9,114.3,1983.5,16534.0,631918970.0,87.2,3283.5,2171.3,94.4
2009-03-01 00:00:00,114.3,115.1,1647.4,16534.0,631918970.0,87.2,2312.5,2171.3,94.4
2009-04-01 00:00:00,117.4,120.1,1647.4,16534.0,631918970.0,87.2,2312.5,2171.3,94.4
2009-05-01 00:00:00,116.9,114.9,1647.4,16534.0,631918970.0,87.2,2312.5,2171.3,94.4
2009-06-01 00:00:00,114.9,114.9,1541.3,16534.0,631918970.0,87.2,2239.1,2171.4,94.4
2009-07-01 00:00:00,114.9,114.9,1541.3,16534.0,631918970.0,87.2,2239.1,2171.4,94.4
2009-08-01 00:00:00,114.9,114.8,1541.3,16534.0,631918970.0,87.2,2239.1,2171.5,94.4
2009-09-01 00:00:00,114.8,114.8,1930.8,16534.0,631918970.0,87.2,2585.0,2171.5,94.4
2009-10-01 00:00:00,114.8,114.8,1930.8,16534.0,631918970.0,87.2,2585.0,2171.5,94.4
2009-11-01 00:00:00,114.5,114.6,1930.8,16534.0,631918970.0,90.6,2585.0,2171.5,94.4
2009-12-01 00:00:00,114.3,114.4,1965.0,16534.0,631918970.0,90.6,3070.0,2171.5,94.4
2010-01-01 00:00:00,114.4,114.6,1965.0,16534.0,631918970.0,90.6,3070.0,2813.6,94.4
2010-02-01 00:00:00,114.5,114.4,1965.0,17279.0,631918970.0,90.6,3070.0,2813.8,94.4
2010-03-01 00:00:00,114.2,114.0,2095.5,19826.0,631918970.0,90.6,3187.6,2813.9,94.4
2010-04-01 00:00:00,113.9,114.0,2095.5,18462.0,631918970.0,90.6,3187.6,2813.7,94.4
2010-05-01 00:00:00,113.7,113.9,2095.5,18659.0,631918970.0,90.6,3187.6,2813.6,94.4
2010-06-01 00:00:00,113.6,113.5,1678.7,20298.0,631918970.0,90.6,3166.1,2813.8,94.4
2010-07-01 00:00:00,113.1,112.6,1678.7,22650.0,631918970.0,90.6,3166.1,2824.0,94.4
2010-08-01 00:00:00,112.4,112.7,1678.7,22059.0,631918970.0,90.6,3166.1,2935.2,94.4
2010-09-01 00:00:00,112.5,111.9,2396.0,24095.0,631918970.0,90.6,3317.4,2935.2,94.4
2010-10-01 00:00:00,111.8,111.7,2396.0,23014.0,631918970.0,90.6,3317.4,2935.4,94.4
2010-11-01 00:00:00,111.6,111.5,2396.0,21033.0,631918970.0,90.6,3317.4,2935.6,94.4
2010-12-01 00:00:00,111.1,111.0,2455.7,22915.0,631918970.0,90.6,3779.9,2935.7,94.4
2011-01-01 00:00:00,110.9,111.1,2455.7,21747.0,631918970.0,96.7,3779.9,2935.9,94.4
2011-02-01 00:00:00,111.0,110.8,2455.7,18948.0,631918970.0,96.7,3779.9,2936.1,94.4
2011-03-01 00:00:00,110.4,110.4,2670.7,22771.0,631918970.0,96.7,4437.9,2936.3,94.4
2011-04-01 00:00:00,110.3,109.9,2670.7,19626.0,631918970.0,96.7,4437.9,2936.3,94.4
2011-05-01 00:00:00,109.8,109.8,2670.7,20166.0,631918970.0,96.7,4437.9,2936.3,94.4
2011-06-01 00:00:00,109.6,109.6,2405.2,23084.0,631918970.0,96.7,4842.2,2936.4,94.4
2011-07-01 00:00:00,109.5,109.5,2405.2,23166.0,631918970.0,96.7,4842.2,2936.4,94.4
2011-08-01 00:00:00,109.8,109.9,2405.2,24808.0,631918970.0,96.7,4842.2,2936.4,94.4
2011-09-01 00:00:00,110.1,110.2,2774.6,24227.0,631918970.0,96.7,5369.5,2936.4,94.4
2011-10-01 00:00:00,110.2,110.1,2774.6,22064.0,631918970.0,96.7,5369.5,2936.4,94.4
2011-11-01 00:00:00,111.3,113.9,2774.6,22796.0,631918970.0,96.7,5369.5,2936.4,94.4
2011-12-01 00:00:00,113.9,113.9,2708.3,23886.0,631918970.0,96.7,5619.2,3653.9,94.4
2012-01-01 00:00:00,113.9,113.9,2708.3,23593.0,631918970.0,100.0,5619.2,3653.9,94.4
2012-02-01 00:00:00,117.2,121.1,2708.3,22211.0,631918970.0,100.0,5619.2,3662.4,94.2
2012-03-01 00:00:00,125.5,128.2,2570.1,25274.0,631918970.0,100.0,5349.2,3662.4,97.8
2012-04-01 00:00:00,128.7,130.8,2570.1,21774.0,631918970.0,100.0,5349.2,3662.5,97.5
2012-05-01 00:00:00,129.4,132.2,2570.1,24554.0,631918970.0,100.0,5349.2,3662.6,98.0
2012-06-01 00:00:00,132.0,133.3,2309.6,23398.0,631918970.0,100.0,4434.4,3662.7,100.0
2012-07-01 00:00:00,132.9,131.8,2309.6,24132.0,631918970.0,100.0,4434.4,3662.8,100.7
2012-08-01 00:00:00,132.1,132.4,2309.6,23265.0,631918970.0,100.0,4434.4,3662.9,102.6
2012-09-01 00:00:00,131.8,129.8,2424.9,23504.0,631918970.0,100.0,4389.4,3662.8,102.6
2012-10-01 00:00:00,129.1,130.0,2424.9,25658.0,631918970.0,100.0,4389.4,3662.8,102.7
2012-11-01 00:00:00,130.3,130.3,2424.9,23378.0,631918970.0,100.0,4389.4,3662.8,104.3
2012-12-01 00:00:00,128.3,127.2,2468.9,23820.0,631918970.0,100.0,5017.1,3662.9,105.1
2013-01-01 00:00:00,126.9,126.5,2468.9,25943.0,631918970.0,103.4,5017.1,3720.7,107.5
2013-02-01 00:00:00,126.7,127.5,2468.9,22665.0,631918970.0,103.4,5017.1,3732.0,107.5
2013-03-01 00:00:00,126.8,126.9,2358.4,24303.0,631918970.0,103.4,4510.3,3881.7,108.6
2013-04-01 00:00:00,126.0,126.8,2358.4,25729.0,631918970.0,103.4,4510.3,3889.8,109.7
2013-05-01 00:00:00,126.3,126.5,2358.4,26419.0,631918970.0,104.9,4510.3,3889.7,108.5
2013-06-01 00:00:00,127.8,130.0,2298.0,24926.0,631918970.0,104.9,4583.7,3889.9,108.6
2013-07-01 00:00:00,131.0,131.6,2298.0,26879.0,631918970.0,108.2,4583.7,3890.0,108.8
2013-08-01 00:00:00,131.8,133.1,2298.0,24213.0,631918970.0,108.2,4583.7,3890.0,109.7
2013-09-01 00:00:00,132.5,132.0,2677.0,24531.0,660942320.0,106.6,4394.3,3890.0,111.3
2013-10-01 00:00:00,131.1,131.0,2677.0,27383.0,709459020.0,109.9,4394.3,3890.0,111.3
2013-11-01 00:00:00,131.1,131.2,2677.0,26136.0,735959360.0,109.9,4394.3,3928.8,112.2
2013-12-01 00:00:00,130.8,130.8,3060.9,27850.0,865779020.0,109.9,4514.4,3938.1,113.5
2014-01-01 00:00:00,130.7,130.7,3060.9,27966.0,850762400.0,115.3,4514.4,3938.1,113.8
2014-02-01 00:00:00,130.8,131.0,3060.9,22497.0,958083565.0,115.3,4514.4,3938.1,114.2
2014-03-01 00:00:00,130.6,130.7,2816.4,25786.0,1167029220.0,115.3,4748.0,3938.1,115.1
2014-04-01 00:00:00,130.6,130.6,2816.4,25019.0,1716020360.0,115.3,4748.0,3938.1,115.3
2014-05-01 00:00:00,130.5,130.5,2816.4,24920.0,1584427285.0,115.3,4748.0,3938.2,115.7
2014-06-01 00:00:00,130.3,130.3,2633.5,27019.0,1830238390.0,115.3,4237.0,3938.2,116.8
2014-07-01 00:00:00,130.2,130.2,2633.5,31169.0,3676833390.0,115.3,4237.0,3938.3,119.5
2014-08-01 00:00:00,130.2,130.2,2633.5,28464.0,3935267490.0,115.3,4237.0,4099.2,120.3
2014-09-01 00:00:00,130.3,130.4,2852.1,27538.0,4044201800.0,115.3,5237.3,4099.2,119.4
2014-10-01 00:00:00,130.6,130.8,2852.1,26957.0,4435438120.0,115.3,5237.3,4127.1,121.8
2014-11-01 00:00:00,130.9,131.0,2852.1,23194.0,4578760650.0,128.8,5237.3,4127.0,121.1
2014-12-01 00:00:00,131.0,131.0,2828.1,27411.0,6263574835.0,128.8,5194.5,4127.0,124.1
2015-01-01 00:00:00,131.6,132.2,2828.1,23528.0,5932977130.0,128.8,5194.5,4127.0,124.1
2015-02-01 00:00:00,132.7,132.9,2828.1,21719.0,5607227525.0,151.4,5194.5,4127.2,124.6
2015-03-01 00:00:00,132.9,132.9,2895.8,27249.0,6767091355.0,151.4,4792.1,4127.0,124.6
2015-04-01 00:00:00,132.9,132.9,2895.8,26558.0,7862127600.0,151.4,4792.1,4126.9,125.3
2015-05-01 00:00:00,133.5,133.9,2895.8,24802.0,6932597000.0,151.4,4792.1,4127.0,126.8
2015-06-01 00:00:00,133.9,133.7,2548.6,27661.0,6937447000.0,160.4,4754.6,4127.0,126.5
2015-07-01 00:00:00,133.7,133.6,2548.6,26986.0,7599584500.0,160.4,4754.6,4127.1,125.5
2015-08-01 00:00:00,133.9,134.3,2548.6,27046.0,7705311900.0,160.4,4754.6,4127.1,126.9
2015-09-01 00:00:00,138.9,141.2,2592.4,29656.0,7924340770.0,160.4,4640.0,4127.1,126.8
2015-10-01 00:00:00,140.9,140.9,2592.4,29802.0,8509831955.0,160.4,4640.0,4127.1,128.8
2015-11-01 00:00:00,142.0,143.2,2592.4,27389.0,8414201215.0,160.4,4640.0,4126.8,129.9
2015-12-01 00:00:00,143.4,144.1,2509.7,29838.0,10048612060.0,160.4,4747.9,4127.9,131.2
2016-01-01 00:00:00,143.9,143.9,2509.7,27500.0,9284554775.0,160.4,4747.9,4128.0,131.7
2016-02-01 00:00:00,143.9,144.3,2509.7,27235.0,9058749700.0,160.4,4747.9,4127.9,132.6
2016-03-01 00:00:00,144.0,143.9,2739.2,28998.0,11160229460.0,161.5,4594.5,4127.7,133.4
2016-04-01 00:00:00,143.9,143.9,2739.2,29965.0,15022525070.0,160.8,4594.5,4127.6,133.7
2016-05-01 00:00:00,145.7,145.8,2739.2,30033.0,13638016749.23,160.8,4594.5,4127.8,134.9
2016-06-01 00:00:00,145.3,145.3,2391.1,32800.0,14598213625.01,160.8,4726.5,4127.9,134.9
2016-07-01 00:00:00,145.41,145.75,2391.1,30388.0,15739802585.01,160.8,4726.5,4128.2,135.7
2016-08-01 00:00:00,145.6,145.62,2391.1,34215.0,15973770040.0,160.8,4726.5,4128.1,137.7
2016-09-01 00:00:00,145.78,146.72,2655.7,32173.0,15990988380.0,160.8,4624.7,4127.9,140.7
2016-10-01 00:00:00,146.87,147.11,2655.7,31944.0,17033851715.0,160.8,4624.7,4127.9,140.1
2016-11-01 00:00:00,147.77,147.95,2655.7,31029.0,16627673730.0,160.8,4624.7,4128.0,142.1
2016-12-01 00:00:00,148.9,149.8,2523.7,29711.0,19983619395.0,160.8,5454.3,4128.1,143.1
2017-01-01 00:00:00,150.09,150.24,2523.7,31178.0,18239859555.0,160.8,5454.3,4128.3,143.5
2017-02-01 00:00:00,150.82,151.25,2523.7,28253.0,16811008335.0,160.8,5454.3,4128.4,145.2
2017-03-01 00:00:00,151.43,151.74,2774.3,35577.0,21372309445.0,160.8,5279.4,4128.4,145.7
2017-04-01 00:00:00,151.76,151.9,2774.3,27733.0,23251775470.0,160.8,5279.4,4128.4,146.5
2017-05-01 00:00:00,152.33,152.5,2774.3,31767.0,20402413750.0,160.8,5279.4,4128.5,147.0
2017-06-01 00:00:00,152.83,153.51,2623.2,31709.0,21082534605.0,160.8,4871.6,4128.6,148.0
2017-07-01 00:00:00,153.67,153.73,2623.2,33247.0,22396878395.0,160.8,4871.6,4128.7,148.2
2017-08-01 00:00:00,153.19,152.84,2623.2,33219.0,22951088335.0,160.8,4871.6,4128.6,151.4
2017-09-01 00:00:00,152.9,153.1,3026.9,29058.0,22729317030.0,160.8,5114.7,4128.6,152.0
2017-10-01 00:00:00,153.53,153.59,3026.9,31384.0,23690255160.0,160.8,5114.7,4128.7,155.3
2017-11-01 00:00:00,153.66,153.77,3026.9,32565.0,23968585830.0,160.8,5114.7,4128.9,153.8
2017-12-01 00:00:00,153.15,152.85,2936.0,31622.0,28736837640.0,160.8,5716.1,4129.0,160.2
2018-01-01 00:00:00,153.8,153.77,2936.0,32301.0,25624348125.0,161.0,5716.1,4129.0,162.5
2018-02-01 00:00:00,154.86,154.87,2936.0,30204.0,23443478600.0,161.0,5716.1,4128.9,158.2
2018-03-01 00:00:00,155.73,155.97,2988.68,34531.0,28218530500.0,161.0,5971.01,4128.7,160.7
2018-04-01 00:00:00,156.14,157.65,2988.68,31663.0,29482409100.0,161.0,5971.01,4128.6,168.9
2018-05-01 00:00:00,157.9,158.09,2988.68,33871.0,26566942700.0,161.0,5971.01,4128.6,168.6
2018-06-01 00:00:00,159.07,158.26,2743.18,31411.0,27173317100.0,161.0,5470.07,4128.7,168.9
2018-07-01 00:00:00,159.34,159.71,2743.18,32434.0,28757215500.0,161.0,5470.07,4128.9,170.5
2018-08-01 00:00:00,160.35,161.47,2743.18,35982.0,29449910000.0,161.0,5470.07,4160.1,173.1
2018-09-01 00:00:00,164.42,169.24,3165.74,31970.0,29765147400.0,161.0,5409.99,4159.9,172.7
2018-10-01 00:00:00,171.22,174.38,3165.74,38127.0,30485229000.0,161.0,5409.99,4213.6,176.8
2018-11-01 00:00:00,176.85,179.67,3165.74,35446.0,29977356200.0,161.0,5409.99,4213.6,176.2
2018-12-01 00:00:00,180.1,182.75,2992.03,37260.0,35796658300.0,161.0,5381.66,4213.9,176.4
2019-01-01 00:00:00,182.13,179.88,2992.03,40047.0,33368942100.0,162.2,5381.66,4213.9,176.7
2019-02-01 00:00:00,178.73,179.8,2992.03,34036.0,28842402300.0,162.2,5381.66,4281.0,178.3
2019-03-01 00:00:00,178.43,176.13,3156.13,37969.0,34833040552.0,162.2,4816.9,4281.0,176.1
2019-04-01 00:00:00,174.8,175.46,3156.13,36659.0,34280709900.0,162.2,4816.9,4280.9,176.9
2019-05-01 00:00:00,176.44,176.41,3156.13,37802.0,32500674500.0,162.2,4816.9,4281.0,179.3
2019-06-01 00:00:00,176.59,176.54,2843.08,34288.0,33535043100.0,162.2,4779.11,4281.1,180.7
2019-07-01 00:00:00,175.99,176.24,2843.08,37788.0,35566984900.0,170.2,4779.11,4281.1,180.7
2019-08-01 00:00:00,177.97,180.72,2843.08,33907.0,37126755000.0,170.2,4779.11,4281.2,181.2
2019-09-01 00:00:00,180.78,181.93,2984.79,33910.0,35742417949.0,170.2,5000.06,4281.2,179.4
2019-10-01 00:00:00,181.45,181.6,2984.79,35814.0,38317526900.0,170.2,5000.06,4281.3,182.7
2019-11-01 00:00:00,180.37,180.43,2984.79,31604.0,37283130200.0,170.2,5000.06,4281.4,183.0
2019-12-01 00:00:00,181.25,181.63,2956.01,34067.0,43769005200.0,170.2,5341.01,4281.5,184.6
2020-01-01 00:00:00,181.4,181.59,2956.01,35485.0,41933604500.0,178.5,5341.01,4281.8,180.5
2020-02-01 00:00:00,181.56,181.81,2956.01,32884.0,40820845900.0,178.5,5341.01,4281.9,186.7
2020-03-01 00:00:00,185.06,188.62,2649.66,30099.0,37107296000.0,178.5,4502.7,4281.9,186.7
2020-04-01 00:00:00,193.09,192.85,2649.66,26874.0,32738889600.0,178.5,4502.7,4281.9,186.7
2020-05-01 00:00:00,187.87,186.29,2649.66,29704.0,36552824700.0,178.5,4502.7,4281.9,182.4
2020-06-01 00:00:00,185.95,186.23,2649.66,37000.0,41202725200.0,178.5,3171.88,4282.0,184.6
2020-07-01 00:00:00,185.85,185.68,2649.66,38492.0,46126588400.0,178.5,3171.88,4282.0,186.3
2020-08-01 00:00:00,184.89,186.16,2649.66,32727.0,45924873600.0,178.5,3171.88,4282.0,186.3
2020-09-01 00:00:00,185.03,185.52,2649.66,35521.0,46535987800.0,178.5,4107.67,4282.0,187.3
2020-10-01 00:00:00,184.44,184.28,2649.66,31910.0,45884344800.0,178.5,4107.67,4282.1,185.5
2020-11-01 00:00:00,184.79,184.96,2649.66,32341.0,40444236300.0,178.5,4107.67,4282.2,188.4
2020-12-01 00:00:00,187.18,186.41,2649.66,34169.0,51629295200.0,178.5,4273.13,4282.2,188.6
2021-01-01 00:00:00,190.49,194.39,2649.66,31708.0,51142790100.0,178.5,4273.13,4282.4,189.9
2021-02-01 00:00:00,194.07,194.01,2649.66,31211.0,47861560700.0,178.5,4273.13,4282.4,193.0
2021-03-01 00:00:00,196.98,199.04,2649.66,39542.0,56967951800.0,178.5,5041.13,8020.7,195.1
2021-04-01 00:00:00,197.42,199.54,2649.66,33708.0,60347040600.0,178.5,5041.13,8020.6,194.7
2021-05-01 00:00:00,199.58,199.5,2649.66,31155.0,44677589000.0,178.5,5041.13,8020.7,195.5
2021-06-01 00:00:00,199.82,201.14,2649.66,35562.0,47283157700.0,178.5,4973.61,8020.8,199.3
2021-07-01 00:00:00,199.98,199.9,2649.66,37234.0,57900267400.0,178.5,4973.61,8021.0,199.6
2021-08-01 00:00:00,200.5,210.0,2649.66,38482.0,52591007000.0,178.5,4973.61,8192.5,201.1
2021-09-01 00:00:00,201.99,199.99,2649.66,39417.0,51966813500.0,178.5,4922.8,8192.5,209.8
2021-10-01 00:00:00,201.09,201.87,2649.66,38561.0,64063404400.0,178.5,4922.8,8193.1,217.1
2021-11-01 00:00:00,201.86,202.05,2649.66,42356.0,62052395800.0,178.5,4922.8,8193.4,219.4
2021-12-01 00:00:00,201.4,200.43,2649.66,50892.0,74113185900.0,178.5,5699.88,8193.8,220.7
2022-01-01 00:00:00,201.46,201.19,2649.66,41327.0,70894841800.0,178.5,5699.88,8194.4,225.5
2022-02-01 00:00:00,201.74,201.06,2649.66,40278.0,66703414600.0,178.5,5699.88,8194.8,227.2
2022-03-01 00:00:00,255.81,299.0,2649.66,50693.0,83809593500.0,178.5,5699.88,8194.9,236.3
2022-04-01 00:00:00,319.44,341.85,2649.66,47111.0,83637525000.0,178.5,5699.88,8195.3,244.8
2022-05-01 00:00:00,358.94,360.76,2649.66,49623.0,75194617100.0,178.5,5699.88,8196.7,250.6
2022-06-01 00:00:00,360.24,359.88,2649.66,53708.0,81177920700.0,178.5,5699.88,8198.2,255.6
2022-07-01 00:00:00,360.87,360.8,2649.66,55255.0,88084177000.0,178.5,5699.88,8200.1,263.1
2022-08-01 00:00:00,361.0,361.15,2649.66,64005.0,91560177200.0,178.5,5699.88,8201.1,269.7
2022-09-01 00:00:00,362.38,362.9,2649.66,63867.0,89053464300.0,178.5,5699.88,8201.5,271.4
2022-10-01 00:00:00,363.15,363.3,2649.66,55775.0,92210955400.0,178.5,5699.88,8201.9,277.3
2022-11-01 00:00:00,363.39,363.19,2649.66,58387.0,89086279100.0,178.5,5699.88,8201.9,277.3
2022-12-01 00:00:00,363.17,363.11,2649.66,58704.0,101530562700.0,178.5,5699.88,8201.8,277.3
2023-01-01 00:00:00,362.42,362.14,2649.66,55867.0,93362687500.0,178.5,5699.88,8201.8,277.3
2023-02-01 00:00:00,361.98,361.63,2649.66,54334.0,89776488500.0,178.5,5699.88,8202.0,277.3
2023-03-01 00:00:00,329.47,327.29,2649.66,62487.0,103388763300.0,178.5,5699.88,8239.1,277.3
2023-04-01 00:00:00,321.42,321.65,2649.66,46821.0,106762471900.0,178.5,5699.88,8239.1,277.3
2023-05-01 00:00:00,310.16,295.52,2649.66,56429.0,98114174600.0,178.5,5699.88,8238.8,277.3
2023-06-01 00:00:00,301.26,308.83,2649.66,54409.0,100089490700.0,178.5,5699.88,8239.0,277.3
2023-07-01 00:00:00,319.29,329.36,2649.66,55446.0,103722208800.0,178.5,5699.88,8239.1,277.3
2023-08-01 00:00:00,321.58,322.66,2649.66,53678.0,106308876100.0,178.5,5699.88,8239.0,277.3
2023-09-01 00:00:00,322.77,324.45,2649.66,49183.0,102788311800.0,178.5,5699.88,8238.8,277.3
2023-10-01 00:00:00,324.73,327.38,2649.66,57186.0,105714853300.0,178.5,5699.88,8239.0,277.3
2023-11-01 00:00:00,328.25,329.04,2649.66,57186.0,105714853300.0,178.5,5699.88,8239.0,277.3
2023-12-01 00:00:00,328.25,323.92,2649.66,57186.0,105714853300.0,178.5,5699.88,8239.0,277.3
2024-01-01 05:30:00,322.2578629293582,309.11523161641736,2664.5115218025085,52147.53778243947,102302837746.772,-3412015370.460158,-3412009864.8273983,-3412006729.601006,-3412014690.391624
2024-02-01 05:30:00,311.43882418983054,292.5467432874505,2934.3457167810025,56885.016350253514,95802972235.5302,-9911880892.562609,-9911875397.535507,-9911873375.134705,-9911881342.9581
2024-03-03 05:30:00,300.5901435172766,280.5351725671313,2393.973366591061,64288.71627353312,107000986080.51167,1286132947.8913314,1286138164.7057748,1286139488.2786698,1286131504.762964
2024-04-03 05:30:00,344.34358155011597,355.0917608851722,2757.2809511344753,46775.46585715037,106726293870.71475,1011440754.0799727,1011446474.0535008,1011449110.350871,1011441154.2270756
2024-05-04 05:30:00,337.8381766145791,330.3321837142793,2569.777308055352,55810.0249919769,93094264365.56657,-12620588757.273073,-12620582894.142834,-12620580933.486822,-12620588900.477386
2024-06-04 05:30:00,326.5634690829392,324.6197986161847,2679.8019501965937,62628.89592644881,112003746257.57413,6288893143.19019,6288898407.633085,6288901978.761808,6288894021.794734
2024-07-05 05:30:00,327.4338371159806,322.7613126069065,2682.585749395745,56143.20097837798,114206016770.99242,8491163648.790339,8491169482.255713,8491172168.059124,8491164212.271367
2024-08-05 05:30:00,305.81472327479935,274.207104222369,2503.6205617546743,57574.48989810642,98208615968.69559,-7506237159.870978,-7506231849.912526,-7506230197.008449,-7506238170.844121
2024-09-05 05:30:00,325.1230731247422,322.8203592111765,2781.4635400992997,53195.727556792765,99891034121.29604,-5823818994.5128565,-5823813350.052614,-5823810973.830318,-5823818936.174405
2024-10-06 05:30:00,328.8792565485961,325.9251280740556,2640.632180713897,59509.23125220802,109108122475.23566,3393269352.1917973,3393274801.5560565,3393276672.166881,3393268707.688056
2024-11-06 05:30:00,334.7477151678316,340.602948577027,2523.373168874394,57322.111179611806,108514197425.32884,2799344305.3765283,2799349771.4570227,2799352980.4010324,2799345020.4570847
2024-12-07 05:30:00,345.7361935678648,354.2260651940117,2701.0598547382733,56307.04066758386,110768875587.06532,5054022470.574607,5054028265.714617,5054031420.370441,5054023469.910318
