t,electricity-power-generation-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,electricity-power-consumption-monthly,electricity-per-capita-electricity-consumption-monthly,port-services-cargo-handled-monthly,port-services-container-handled-monthly,petroleum-petrol-sales-monthly
2023-02-01 00:00:00,1163.79,178.5,1057.5,51.19,6657135.0,486533.0,43978.0
2023-03-01 00:00:00,1354.95,178.5,1211.98,51.19,8617013.0,593335.0,43978.0
2023-04-01 00:00:00,1256.5,178.5,1120.58,51.19,8214731.0,568904.0,43978.0
2023-05-01 00:00:00,1352.84,178.5,1245.83,51.19,8924678.0,628541.0,43978.0
2023-06-01 00:00:00,1291.07,178.5,1215.86,51.19,9831765.0,640663.0,43978.0
2023-07-01 05:30:00,1383.0651184497472,273.3201875933061,1311.9521062815609,148.75886530369996,9283076.147611845,137113.7327699822,-440293.90921299125
2023-07-31 05:30:00,1382.2037578848838,263.65566824694565,1486.1878231391793,329.8294653287309,10059061.020439185,792287.240400492,205049.67458343905
2023-08-30 05:30:00,1191.619962323454,79.32172455473822,944.7066960540624,-226.48768026416548,8952546.818194244,-212531.7866428838,-829086.2520783443
2023-09-29 05:30:00,1484.194007751448,366.9633100400862,1548.1909310001706,390.13211863758477,10775522.19688964,1611264.0859616757,1032561.0212014144
2023-10-29 05:30:00,1163.7480144932538,54.399033111879774,1111.5024858532556,-52.71904821775317,9436170.184519207,220792.40662425658,-381107.0975526818
2023-11-28 05:30:00,1332.6194728255887,217.9305636920018,1201.476154300413,35.53380995389479,9003249.669986434,-221803.85277249943,-821023.0884022679
2023-12-28 05:30:00,1287.2951748662226,177.8563210441451,1219.5095970152663,54.27462464542433,10198695.47962666,971126.763900557,390183.09475758433
2024-01-27 05:30:00,1089.7569730679038,-21.17632366248162,813.9341597755347,-360.25053695549224,7660371.106150638,-1634059.7387165967,-2255147.2582010417
2024-02-26 05:30:00,1450.5955654898585,342.36840642897795,1575.9306214213696,419.4202126329731,11658768.20944386,2595647.4233732224,2007913.6858970611
2024-03-27 05:30:00,1134.3904496013245,21.811463179382486,863.8068294296944,-309.4816940090108,9790433.71285581,582899.9548698434,-17031.440618378743
2024-04-26 05:30:00,1429.0350953979791,321.25608697163125,1523.5361887550343,365.2550919522123,11632762.229198929,2591871.329479213,1998119.5043504501
2024-05-26 05:30:00,1295.2097750260164,183.26918411633727,1233.4541324882925,70.65674771688691,10203762.298984304,1008268.5246326599,418592.6351702312
