t,electricity-power-consumption-monthly,electricity-per-capita-electricity-consumption-monthly,petroleum-petrol-sales-monthly,merchandise-exports-total-quarterly,electricity-power-generation-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,port-services-cargo-handled-monthly
2019-02-01 00:00:00,1132.0,52.0,106486.0,2992.03,1218.0,162.2,8250839.0
2019-03-01 00:00:00,1243.0,57.0,119049.0,3156.13,1382.0,162.2,9765690.0
2019-04-01 00:00:00,1147.0,53.0,116827.0,3156.13,1229.0,162.2,8786738.0
2019-05-01 00:00:00,1267.0,58.0,108699.0,3156.13,1423.0,162.2,9038991.0
2019-06-01 00:00:00,1265.0,58.0,113700.0,2843.08,1354.0,162.2,9031344.0
2019-07-01 00:00:00,1275.0,58.0,120448.0,2843.08,1387.0,170.2,8785727.0
2019-08-01 00:00:00,1268.0,58.0,119519.0,2843.08,1355.0,170.2,9142374.0
2019-09-01 00:00:00,1216.0,56.0,111839.0,2984.79,1262.0,170.2,8801443.0
2019-10-01 00:00:00,1209.0,55.0,117930.0,2984.79,1288.0,170.2,9017798.0
2019-11-01 00:00:00,1196.0,55.0,114847.0,2984.79,1258.0,170.2,8277576.0
2019-12-01 00:00:00,1205.0,55.0,117357.0,2956.01,1278.0,170.2,9104836.0
2020-01-01 00:00:00,1242.0,57.0,125890.0,2956.01,1355.0,178.5,9345491.0
2020-02-01 00:00:00,1233.0,56.0,117524.0,2956.01,1308.0,178.5,8670805.0
2020-03-01 00:00:00,892.0,41.0,94550.0,2649.66,1262.0,178.5,9236157.0
2020-04-01 00:00:00,659.0,30.0,44661.0,2649.66,1039.0,178.5,6312135.0
2020-05-01 00:00:00,1597.0,73.0,72378.0,2649.66,1266.0,178.5,6851849.0
2020-06-01 00:00:00,1328.0,61.0,104005.0,2649.66,1340.0,178.5,7747910.0
2020-07-01 00:00:00,1268.0,58.0,118037.0,2649.66,1403.0,178.5,9317491.0
2020-08-01 00:00:00,1246.0,57.0,123220.0,2649.66,1371.0,178.5,9624204.0
2020-09-01 00:00:00,1240.0,57.0,122013.0,2649.66,1343.0,178.5,9572442.0
2020-10-01 00:00:00,1218.0,56.0,102620.0,2649.66,1373.0,178.5,9405474.0
2020-11-01 00:00:00,1176.0,54.0,83847.0,2649.66,1258.0,178.5,7796977.0
2020-12-01 00:00:00,1188.0,54.0,109823.0,2649.66,1333.0,178.5,9030152.0
2021-01-01 00:00:00,1233.0,56.0,112575.0,2649.66,1345.0,178.5,8967962.0
2021-02-01 00:00:00,1186.0,54.0,109429.0,2649.66,1271.0,178.5,8567121.0
2021-03-01 00:00:00,1299.0,59.0,132243.0,2649.66,1474.0,178.5,9607694.0
2021-04-01 00:00:00,1239.0,56.0,132191.0,2649.66,1400.0,178.5,9440065.0
2021-05-01 00:00:00,1253.0,56.56,77529.0,2649.66,1377.0,178.5,8750114.0
2021-06-01 00:00:00,1232.0,56.0,77731.0,2649.66,1343.0,178.5,9421359.0
2021-07-01 00:00:00,1311.0,59.0,116392.0,2649.66,1471.0,178.5,9681367.0
2021-08-01 00:00:00,1310.0,59.0,94543.0,2649.66,1427.0,178.5,9297819.0
2021-09-01 00:00:00,1259.0,57.0,86764.0,2649.66,1358.0,178.5,8501792.0
2021-10-01 00:00:00,1295.0,58.0,123023.0,2649.66,1435.0,178.5,9010987.0
2021-11-01 00:00:00,1280.0,58.0,123967.0,2649.66,1375.0,178.5,8617722.0
2021-12-01 00:00:00,1315.0,59.36,131535.0,2649.66,1440.0,178.5,9504798.0
2022-01-01 00:00:00,1318.0,58.92,130874.0,2649.66,1456.0,178.5,9935277.0
2022-02-01 00:00:00,1214.0,54.24,118320.0,2649.66,1313.0,178.5,8704369.0
2022-03-01 00:00:00,1317.0,59.37,136773.0,2649.66,1432.0,178.5,9747032.0
2022-04-01 00:00:00,1086.0,48.52,114815.0,2649.66,1255.0,178.5,9496065.0
2022-05-01 00:00:00,1261.0,56.33,99446.0,2649.66,1381.0,178.5,8190029.0
2022-06-01 00:00:00,1240.0,55.42,61392.0,2649.66,1338.0,178.5,8138816.0
2022-07-01 00:00:00,1151.0,51.46,43978.0,2649.66,1317.0,178.5,7951263.0
2022-08-01 00:00:00,1267.0,56.6,43978.0,2649.66,1339.0,178.5,8519250.0
2022-09-01 00:00:00,1199.0,53.57,43978.0,2649.66,1316.0,178.5,7728547.0
2022-10-01 00:00:00,1170.0,52.76,43978.0,2649.66,1309.0,178.5,7315376.0
2022-11-01 00:00:00,1161.0,52.35,43978.0,2649.66,1249.0,178.5,7454271.0
2022-12-01 00:00:00,1136.0,51.19,43978.0,2649.66,1235.0,178.5,7784273.0
2023-01-01 00:00:00,1127.0,51.19,43978.0,2649.66,1223.84,178.5,7275144.0
2023-02-01 00:00:00,1057.5,51.19,43978.0,2649.66,1163.79,178.5,6657135.0
2023-03-01 00:00:00,1211.98,51.19,43978.0,2649.66,1354.95,178.5,8617013.0
2023-04-01 00:00:00,1120.58,51.19,43978.0,2649.66,1256.5,178.5,8214731.0
2023-05-01 00:00:00,1245.83,51.19,43978.0,2649.66,1352.84,178.5,8924678.0
2023-06-01 00:00:00,1215.86,51.19,43978.0,2649.66,1291.07,178.5,9831765.0
2023-07-10 05:30:00,1205.5499249648503,41.327399859280234,47786.838050799604,6540.6039906617525,5260.66497600426,4147.498925007479,9016139.24896607
2023-08-18 05:30:00,1345.0787587879206,185.56590710277953,46867.20362233246,5454.035416879572,3949.6077847414335,2831.288488238122,10856072.771388974
2023-09-26 05:30:00,956.3200614790237,-218.3283646123457,18468.314992148742,-22918.30460271148,-24273.487533631516,-25390.786676207088,9141564.248548945
2023-11-04 05:30:00,1431.2071111453506,276.3384281995776,61844.48512454012,20658.779334643645,19342.92476603563,18223.25805723965,11036186.696148103
2023-12-13 05:30:00,1116.7792003447719,-52.524491885775106,37247.65332199823,-4100.264416328665,-5482.061393600049,-6593.759598504262,9278496.772353273
2024-01-21 05:30:00,1270.1428289320709,109.11045100130033,42083.4933190256,1098.4300742203036,-156.74755456007733,-1271.5437705674378,9033676.75754456
2024-02-29 05:30:00,1216.6446000009382,51.79396480475172,56798.23099736059,15430.192926994874,14082.848162646007,12971.583130423982,8967598.217353934
2024-04-08 05:30:00,1039.8700320501425,-133.39885721772572,26520.068734518503,-14731.88887957501,-16106.723526749829,-17218.12984338176,8041542.326661062
2024-05-17 05:30:00,1343.0333013626007,184.30097532898736,48375.80766375839,6920.784440314495,5547.756319971286,4437.123105460225,10205695.00259498
2024-06-25 05:30:00,1102.5595240450114,-67.55468457887493,41313.9735799233,7.5113243652090205,-1479.6628904070205,-2592.385933273664,9084115.834447406
2024-08-03 05:30:00,1309.2549210977395,148.3105445668748,49930.95082524075,8564.479144604842,7270.209850789579,6159.596559508064,11343557.474462474
2024-09-11 05:30:00,1223.2400828017558,59.478519680779264,49854.35379324335,8625.070245207215,7278.992086085831,6165.964082223777,10334925.111634854
