t,total-tourist-arrivals-quarterly,total-tourist-arrivals-monthly,tourist-arrivals-monthly-monthly,tourist-earnings-monthly
2008-02-01 00:00:00,114855.0,40551.0,40551.0,40.5
2008-03-01 00:00:00,135516.0,38049.0,38049.0,26.6
2008-04-01 00:00:00,114855.0,29747.0,29747.0,40.5
2008-05-01 00:00:00,114855.0,31140.0,31140.0,40.5
2008-06-01 00:00:00,88847.0,27960.0,27960.0,26.6
2008-07-01 00:00:00,114855.0,32982.0,32982.0,40.5
2008-08-01 00:00:00,114855.0,30672.0,30672.0,40.5
2008-09-01 00:00:00,93183.0,29529.0,29529.0,26.6
2008-10-01 00:00:00,114855.0,35103.0,35103.0,40.5
2008-11-01 00:00:00,114855.0,36901.0,36901.0,40.5
2008-12-01 00:00:00,120929.0,48925.0,48925.0,26.6
2009-01-01 00:00:00,114855.0,38468.0,38468.0,30.0
2009-02-01 00:00:00,114855.0,34169.0,34169.0,26.7
2009-03-01 00:00:00,106702.0,34065.0,34065.0,26.6
2009-04-01 00:00:00,114855.0,26054.0,26054.0,20.3
2009-05-01 00:00:00,114855.0,24739.0,24739.0,19.3
2009-06-01 00:00:00,81027.0,30234.0,30234.0,23.6
2009-07-01 00:00:00,114855.0,42223.0,42223.0,33.0
2009-08-01 00:00:00,114855.0,41207.0,41207.0,32.2
2009-09-01 00:00:00,121413.0,37983.0,37983.0,29.6
2009-10-01 00:00:00,114855.0,37575.0,37575.0,29.3
2009-11-01 00:00:00,114855.0,44311.0,44311.0,34.6
2009-12-01 00:00:00,138748.0,56862.0,56862.0,44.4
2010-01-01 00:00:00,114855.0,50757.0,50757.0,44.7
2010-02-01 00:00:00,114855.0,57300.0,57300.0,50.4
2010-03-01 00:00:00,160409.0,52352.0,52352.0,46.1
2010-04-01 00:00:00,114855.0,38300.0,38300.0,33.7
2010-05-01 00:00:00,114855.0,35213.0,35213.0,31.0
2010-06-01 00:00:00,118243.0,44730.0,44730.0,39.4
2010-07-01 00:00:00,114855.0,63339.0,63339.0,55.7
2010-08-01 00:00:00,114855.0,55898.0,55898.0,49.2
2010-09-01 00:00:00,166576.0,47339.0,47339.0,41.7
2010-10-01 00:00:00,114855.0,52370.0,52370.0,46.1
2010-11-01 00:00:00,114855.0,72251.0,72251.0,63.6
2010-12-01 00:00:00,209248.0,84627.0,84627.0,74.5
2011-01-01 00:00:00,114855.0,74197.0,74197.0,72.0
2011-02-01 00:00:00,114855.0,65797.0,65797.0,63.8
2011-03-01 00:00:00,215124.0,75130.0,75130.0,72.9
2011-04-01 00:00:00,114855.0,63835.0,63835.0,61.9
2011-05-01 00:00:00,114855.0,48943.0,48943.0,47.5
2011-06-01 00:00:00,166414.0,53636.0,53636.0,52.0
2011-07-01 00:00:00,114855.0,83786.0,83786.0,81.3
2011-08-01 00:00:00,114855.0,72463.0,72463.0,70.3
2011-09-01 00:00:00,216468.0,60219.0,60219.0,58.4
2011-10-01 00:00:00,114855.0,69563.0,69563.0,67.5
2011-11-01 00:00:00,114855.0,90889.0,90889.0,88.2
2011-12-01 00:00:00,257969.0,97517.0,97517.0,94.6
2012-01-01 00:00:00,114855.0,85874.0,85874.0,88.9
2012-02-01 00:00:00,114855.0,83549.0,83549.0,84.9
2012-03-01 00:00:00,260525.0,91102.0,91102.0,92.9
2012-04-01 00:00:00,114855.0,69591.0,69591.0,73.1
2012-05-01 00:00:00,114855.0,57506.0,57506.0,57.3
2012-06-01 00:00:00,192342.0,65245.0,65245.0,62.8
2012-07-01 00:00:00,114855.0,90338.0,90338.0,100.5
2012-08-01 00:00:00,114855.0,79456.0,79456.0,81.8
2012-09-01 00:00:00,240905.0,71111.0,71111.0,68.8
2012-10-01 00:00:00,114855.0,80379.0,80379.0,79.5
2012-11-01 00:00:00,114855.0,109202.0,109202.0,114.7
2012-12-01 00:00:00,311833.0,122252.0,122252.0,133.5
2013-01-01 00:00:00,114855.0,110543.0,110543.0,148.8
2013-02-01 00:00:00,114855.0,113968.0,113968.0,153.4
2013-03-01 00:00:00,337719.0,113208.0,113208.0,152.4
2013-04-01 00:00:00,114855.0,80737.0,80737.0,108.7
2013-05-01 00:00:00,114855.0,74838.0,74838.0,100.7
2013-06-01 00:00:00,245854.0,90279.0,90279.0,121.5
2013-07-01 00:00:00,114855.0,107016.0,107016.0,144.0
2013-08-01 00:00:00,114855.0,123269.0,123269.0,165.9
2013-09-01 00:00:00,320624.0,90339.0,90339.0,121.6
2013-10-01 00:00:00,114855.0,107058.0,107058.0,144.1
2013-11-01 00:00:00,114855.0,109420.0,109420.0,147.3
2013-12-01 00:00:00,370396.0,153918.0,153918.0,207.2
2014-01-01 00:00:00,114855.0,146575.0,146575.0,233.3
2014-02-01 00:00:00,114855.0,141878.0,141878.0,225.9
2014-03-01 00:00:00,421501.0,133048.0,133048.0,211.8
2014-04-01 00:00:00,114855.0,112631.0,112631.0,179.3
2014-05-01 00:00:00,114855.0,90046.0,90046.0,143.3
2014-06-01 00:00:00,305852.0,103175.0,103175.0,164.2
2014-07-01 00:00:00,114855.0,133971.0,133971.0,213.3
2014-08-01 00:00:00,114855.0,140319.0,140319.0,223.4
2014-09-01 00:00:00,379825.0,105535.0,105535.0,168.0
2014-10-01 00:00:00,114855.0,121576.0,121576.0,193.5
2014-11-01 00:00:00,114855.0,119727.0,119727.0,190.6
2014-12-01 00:00:00,419975.0,178672.0,178672.0,284.4
2015-01-01 00:00:00,114855.0,156246.0,156246.0,248.7
2015-02-01 00:00:00,114855.0,165541.0,165541.0,263.5
2015-03-01 00:00:00,478838.0,157051.0,157051.0,250.0
2015-04-01 00:00:00,114855.0,122217.0,122217.0,194.6
2015-05-01 00:00:00,114855.0,113529.0,113529.0,180.7
2015-06-01 00:00:00,351213.0,115467.0,115467.0,183.8
2015-07-01 00:00:00,114855.0,175804.0,175804.0,279.9
2015-08-01 00:00:00,114855.0,166610.0,166610.0,265.2
2015-09-01 00:00:00,485788.0,143374.0,143374.0,228.2
2015-10-01 00:00:00,114855.0,132280.0,132280.0,210.6
2015-11-01 00:00:00,114855.0,144147.0,144147.0,229.5
2015-12-01 00:00:00,482541.0,206114.0,206114.0,341.6
2016-01-01 00:00:00,114855.0,194280.0,194280.0,333.3
2016-02-01 00:00:00,114855.0,197697.0,197697.0,339.2
2016-03-01 00:00:00,584818.0,192841.0,192841.0,330.8
2016-04-01 00:00:00,114855.0,136367.0,136367.0,234.0
2016-05-01 00:00:00,114855.0,125044.0,125044.0,214.5
2016-06-01 00:00:00,379449.0,118038.0,118038.0,202.5
2016-07-01 00:00:00,114855.0,209351.0,209351.0,359.2
2016-08-01 00:00:00,114855.0,186288.0,186288.0,319.6
2016-09-01 00:00:00,544138.0,148499.0,148499.0,254.8
2016-10-01 00:00:00,114855.0,150419.0,150419.0,258.1
2016-11-01 00:00:00,114855.0,167217.0,167217.0,286.9
2016-12-01 00:00:00,542427.0,224791.0,224791.0,385.7
2017-01-01 00:00:00,114855.0,219360.0,219360.0,406.81
2017-02-01 00:00:00,114855.0,197517.0,197517.0,366.3
2017-03-01 00:00:00,604953.0,188076.0,188076.0,348.79
2017-04-01 00:00:00,114855.0,160249.0,160249.0,297.19
2017-05-01 00:00:00,114855.0,121891.0,121891.0,226.05
2017-06-01 00:00:00,405491.0,123351.0,123351.0,228.76
2017-07-01 00:00:00,114855.0,205482.0,205482.0,381.07
2017-08-01 00:00:00,114855.0,190928.0,190928.0,354.08
2017-09-01 00:00:00,541487.0,145077.0,145077.0,269.05
2017-10-01 00:00:00,114855.0,152429.0,152429.0,282.68
2017-11-01 00:00:00,114855.0,167511.0,167511.0,310.65
2017-12-01 00:00:00,564476.0,244536.0,244536.0,453.5
2018-01-01 00:00:00,114855.0,238924.0,238924.0,443.09
2018-02-01 00:00:00,114855.0,235618.0,235618.0,436.96
2018-03-01 00:00:00,707924.0,233382.0,233382.0,438.07
2018-04-01 00:00:00,114855.0,180429.0,180429.0,338.67
2018-05-01 00:00:00,114855.0,129466.0,129466.0,243.01
2018-06-01 00:00:00,456723.0,146828.0,146828.0,275.6
2018-07-01 00:00:00,114855.0,217829.0,217829.0,408.87
2018-08-01 00:00:00,114855.0,200359.0,200359.0,376.08
2018-09-01 00:00:00,567275.0,149087.0,149087.0,279.84
2018-10-01 00:00:00,114855.0,153123.0,153123.0,287.42
2018-11-01 00:00:00,114855.0,195582.0,195582.0,367.12
2018-12-01 00:00:00,601874.0,253169.0,253169.0,475.21
2019-01-01 00:00:00,114855.0,244239.0,244239.0,460.34
2019-02-01 00:00:00,114855.0,252033.0,252033.0,475.03
2019-03-01 00:00:00,740600.0,244328.0,244328.0,460.51
2019-04-01 00:00:00,114855.0,166975.0,166975.0,314.71
2019-05-01 00:00:00,114855.0,37802.0,37802.0,71.25
2019-06-01 00:00:00,267849.0,63072.0,63072.0,118.88
2019-07-01 00:00:00,114855.0,115701.0,115701.0,218.07
2019-08-01 00:00:00,114855.0,143587.0,143587.0,270.63
2019-09-01 00:00:00,367863.0,108575.0,108575.0,204.64
2019-10-01 00:00:00,114855.0,118743.0,118743.0,223.81
2019-11-01 00:00:00,114855.0,176984.0,176984.0,333.58
2019-12-01 00:00:00,537390.0,241663.0,241663.0,455.48
2020-01-01 00:00:00,114855.0,228434.0,228434.0,307.04
2020-02-01 00:00:00,114855.0,207507.0,207507.0,278.91
2020-03-01 00:00:00,507311.0,71370.0,71370.0,95.93
2020-04-01 00:00:00,114855.0,0.0,0.0,0.0
2020-05-01 00:00:00,114855.0,0.0,0.0,0.0
2020-06-01 00:00:00,0.0,0.0,0.0,0.0
2020-07-01 00:00:00,114855.0,0.0,0.0,0.0
2020-08-01 00:00:00,114855.0,0.0,0.0,0.0
2020-09-01 00:00:00,0.0,0.0,0.0,0.0
2020-10-01 00:00:00,114855.0,0.0,0.0,0.0
2020-11-01 00:00:00,114855.0,0.0,0.0,0.0
2020-12-01 00:00:00,393.0,393.0,393.0,0.53
2021-01-01 00:00:00,114855.0,1682.0,1682.0,5.48
2021-02-01 00:00:00,114855.0,3366.0,3366.0,10.97
2021-03-01 00:00:00,9629.0,4581.0,4581.0,14.93
2021-04-01 00:00:00,114855.0,4168.0,4168.0,13.58
2021-05-01 00:00:00,114855.0,1497.0,1497.0,4.88
2021-06-01 00:00:00,7279.0,1614.0,1614.0,5.26
2021-07-01 00:00:00,114855.0,2429.0,2429.0,7.92
2021-08-01 00:00:00,114855.0,5040.0,5040.0,16.42
2021-09-01 00:00:00,21016.0,13547.0,13547.0,44.14
2021-10-01 00:00:00,114855.0,22771.0,22771.0,74.2
2021-11-01 00:00:00,114855.0,44294.0,44294.0,144.34
2021-12-01 00:00:00,156571.0,89506.0,89506.0,291.66
2022-01-01 00:00:00,114855.0,82327.0,82327.0,151.7
2022-02-01 00:00:00,114855.0,96507.0,96507.0,169.4
2022-03-01 00:00:00,285334.0,106500.0,106500.0,161.2
2022-04-01 00:00:00,114855.0,62980.0,62980.0,108.7
2022-05-01 00:00:00,114855.0,30207.0,30207.0,43.5
2022-06-01 00:00:00,126043.0,32856.0,32856.0,45.0
2022-07-01 00:00:00,114855.0,47293.0,47293.0,85.0
2022-08-01 00:00:00,114855.0,37760.0,37760.0,67.9
2022-09-01 00:00:00,114855.0,29802.0,29802.0,40.5
2022-10-01 00:00:00,114855.0,42026.0,42026.0,54.9
2022-11-01 00:00:00,114855.0,59759.0,59759.0,81.0
2022-12-01 00:00:00,114855.0,91961.0,91961.0,127.4
2023-01-01 00:00:00,114855.0,102545.0,102545.0,161.8
2023-02-01 00:00:00,114855.0,107639.0,107639.0,169.9
2023-03-01 00:00:00,114855.0,125495.0,125495.0,198.1
2023-04-01 00:00:00,114855.0,105498.0,105498.0,166.5
2023-05-01 00:00:00,114855.0,83309.0,83309.0,131.5
2023-06-01 00:00:00,114855.0,100388.0,100388.0,122.9
2023-07-01 00:00:00,114855.0,143039.0,143039.0,219.0
2023-08-01 00:00:00,114855.0,136405.0,136405.0,210.5
2023-09-01 00:00:00,114855.0,111938.0,111938.0,152.2
2023-10-01 00:00:00,114855.0,109199.0,109199.0,136.7
2023-11-01 00:00:00,114855.0,151496.0,151496.0,205.3
2023-12-01 00:00:00,114855.0,151496.0,210352.0,205.3
2023-12-31 05:30:00,145705.01583638595,164752.72326245293,209368.04498480045,-792.989168728353
2024-01-30 05:30:00,93923.55381640396,118969.51231236025,165210.790924607,-44935.87926693297
2024-02-29 05:30:00,135357.87667817547,178199.9320852521,242279.42666407124,32155.487911380227
2024-03-30 05:30:00,151571.24376775272,193702.21468337646,259982.175153351,49856.907669296845
2024-04-29 05:30:00,21110.278796016588,48669.47068997384,101213.92980482402,-108958.37307373431
2024-05-29 05:30:00,115307.4028472851,161249.64703536016,232987.91052440007,22827.8652789517
2024-06-28 05:30:00,199078.50866895233,257766.21959378442,339953.073848483,129863.6209929648
2024-07-28 05:30:00,100290.38701346137,128558.51070879787,180468.26610207264,-29678.414455090955
2024-08-27 05:30:00,81129.26305080553,91061.52012502076,124741.46437765413,-85472.80735595839
2024-09-26 05:30:00,112642.9219153453,145680.187666701,201383.88766393808,-8765.920881003614
2024-10-26 05:30:00,117338.00969422776,177023.81304020772,259901.41973420678,49798.986215865756
2024-11-25 05:30:00,146120.75199932256,202803.53596766322,283670.2501876744,73535.51038771596
