t,nominal-effective-exchange-rate-index-monthly,real-effective-exchange-rate-index-monthly,grosss-official-reserves-(iip-reserve-assets)-quarterly,total-value-of-financial-transactions-through-common-atm-switch-(cas)-monthly,total-volume-of-real-time-gross-settlement-(rtgs)-transactions-monthly
2019-10-01 00:00:00,87.65,90.23,7635.33,38317526900.0,35814.0
2019-11-01 00:00:00,87.93,91.64,7635.33,37283130200.0,31604.0
2019-12-01 00:00:00,87.18,91.2,7642.39,43769005200.0,34067.0
2020-01-01 00:00:00,86.93,92.49,7642.39,41933604500.0,35485.0
2020-02-01 00:00:00,87.62,93.09,7642.39,40820845900.0,32884.0
2020-03-01 00:00:00,87.35,92.31,7533.74,37107296000.0,30099.0
2020-04-01 00:00:00,84.73,89.88,7533.74,32738889600.0,26874.0
2020-05-01 00:00:00,86.94,92.7,7533.74,36552824700.0,29704.0
2020-06-01 00:00:00,86.74,92.89,6694.65,41202725200.0,37000.0
2020-07-01 00:00:00,86.27,92.16,6694.65,46126588400.0,38492.0
2020-08-01 00:00:00,85.83,91.32,6694.65,45924873600.0,32727.0
2020-09-01 00:00:00,85.55,91.49,6666.32,46535987800.0,35521.0
2020-10-01 00:00:00,85.63,91.4,6666.32,45884344800.0,31910.0
2020-11-01 00:00:00,84.94,91.13,6666.32,40444236300.0,32341.0
2020-12-01 00:00:00,82.95,88.18,5664.27,51629295200.0,34169.0
2021-01-01 00:00:00,80.83,88.97,5664.27,51142790100.0,31708.0
2021-02-01 00:00:00,79.27,87.14,5664.27,47861560700.0,31211.0
2021-03-01 00:00:00,78.75,86.18,4055.16,56967951800.0,39542.0
2021-04-01 00:00:00,79.02,86.07,4055.16,60347040600.0,33708.0
2021-05-01 00:00:00,77.46,85.03,4055.16,44677589000.0,31155.0
2021-06-01 00:00:00,77.56,86.05,4060.05,47283157700.0,35562.0
2021-07-01 00:00:00,78.4,87.03,4060.05,57900267400.0,37234.0
2021-08-01 00:00:00,78.08,86.71,4060.05,52591007000.0,38482.0
2021-09-01 00:00:00,77.72,86.46,2704.19,51966813500.0,39417.0
2021-10-01 00:00:00,78.43,88.18,2704.19,64063404400.0,38561.0
2021-11-01 00:00:00,78.63,90.2,2704.19,62052395800.0,42356.0
2021-12-01 00:00:00,79.58,93.42,2704.19,74113185900.0,50892.0
2022-01-01 00:00:00,79.17,91.54,2704.19,70894841800.0,41327.0
2022-02-01 00:00:00,79.24,91.95,2704.19,66703414600.0,40278.0
2022-03-01 00:00:00,62.55,73.92,2704.19,83809593500.0,50693.0
2022-04-01 00:00:00,50.88,65.14,2704.19,83637525000.0,47111.0
2022-05-01 00:00:00,46.22,63.69,2704.19,75194617100.0,49623.0
2022-06-01 00:00:00,46.42,71.58,2704.19,81177920700.0,53708.0
2022-07-01 00:00:00,47.12,75.58,2704.19,88084177000.0,55255.0
2022-08-01 00:00:00,47.27,77.44,2704.19,91560177200.0,64005.0
2022-09-01 00:00:00,48.1,81.36,2704.19,89053464300.0,63867.0
2022-10-01 00:00:00,48.69,81.4,2704.19,92210955400.0,55775.0
2022-11-01 00:00:00,47.99,79.82,2704.19,89086279100.0,58387.0
2022-12-01 00:00:00,47.26,78.84,2704.19,101530562700.0,58704.0
2023-01-01 00:00:00,46.82,79.05,2704.19,93362687500.0,55867.0
2023-02-01 00:00:00,47.34,61.74,2704.19,89776488500.0,54334.0
2023-03-01 00:00:00,52.47,70.25,2704.19,103388763300.0,62487.0
2023-04-01 00:00:00,53.38,70.14,2704.19,106762471900.0,46821.0
2023-05-01 00:00:00,55.79,73.15,2704.19,98114174600.0,56429.0
2023-06-01 00:00:00,57.51,75.13,2704.19,100089490700.0,54409.0
2023-07-01 00:00:00,54.2,69.45,2704.19,103722208800.0,55446.0
2023-08-01 00:00:00,54.64,69.63,2704.19,106308876100.0,53678.0
2023-09-01 00:00:00,54.82,70.4,2704.19,102788311800.0,49183.0
2023-10-01 00:00:00,54.84,70.28,2704.19,105714853300.0,57186.0
2023-10-31 05:30:00,62.76784841520019,86.82232926381378,2003.2140151854524,107803948375.06279,2089155867.9093287
2023-11-30 05:30:00,46.982000439420105,57.07367279636436,2561.0387688907276,115021379890.77583,9306581722.021488
2023-12-30 05:30:00,61.363462280400284,84.03418098221664,3168.7340547757767,92679797311.30069,-13035000745.259706
2024-01-29 05:30:00,57.523602249753274,71.90919412510175,2428.8617724147225,105035802590.10326,-678995272.9462703
2024-02-28 05:30:00,51.380416181936226,67.36133379035019,2531.2569792018858,121171820551.08969,15457036985.074684
2024-03-29 05:30:00,52.01990814247666,64.47460881176922,2423.5599938267615,103977486982.95032,-1737317891.2462375
2024-04-28 05:30:00,51.702293406776974,66.0829852956595,2853.0752405059884,95658772723.8142,-10056021774.818644
2024-05-28 05:30:00,52.690304524996364,64.77368846538297,3019.323695168793,111281556378.52777,5566757217.205275
2024-06-27 05:30:00,57.62124377635662,75.44120340148892,2356.628736635083,113776734053.84761,8061947080.2148
2024-07-27 05:30:00,51.59032058367508,65.32521593503142,2595.240999877226,107248588859.67679,1533789948.8562803
2024-08-26 05:30:00,55.6471957137777,71.84839536076207,2487.540747308659,96294042990.86002,-9420757170.696026
2024-09-25 05:30:00,54.090328730165446,67.01061464639986,3251.0353027933206,108811973300.89977,3097178689.926683
