t,electricity-per-capita-electricity-consumption-monthly,electricity-power-consumption-monthly,petroleum-petrol-sales-monthly,merchandise-exports-total-quarterly,electricity-power-generation-monthly,public-sector-wage-rate-index-(2012=100)(nominal)-monthly,merchandise-imports-total-quarterly
2019-10-01 00:00:00,55.0,1209.0,117930.0,2984.79,1288.0,170.2,5000.06
2019-11-01 00:00:00,55.0,1196.0,114847.0,2984.79,1258.0,170.2,5000.06
2019-12-01 00:00:00,55.0,1205.0,117357.0,2956.01,1278.0,170.2,5341.01
2020-01-01 00:00:00,57.0,1242.0,125890.0,2956.01,1355.0,178.5,5341.01
2020-02-01 00:00:00,56.0,1233.0,117524.0,2956.01,1308.0,178.5,5341.01
2020-03-01 00:00:00,41.0,892.0,94550.0,2649.66,1262.0,178.5,4502.7
2020-04-01 00:00:00,30.0,659.0,44661.0,2649.66,1039.0,178.5,4502.7
2020-05-01 00:00:00,73.0,1597.0,72378.0,2649.66,1266.0,178.5,4502.7
2020-06-01 00:00:00,61.0,1328.0,104005.0,2649.66,1340.0,178.5,3171.88
2020-07-01 00:00:00,58.0,1268.0,118037.0,2649.66,1403.0,178.5,3171.88
2020-08-01 00:00:00,57.0,1246.0,123220.0,2649.66,1371.0,178.5,3171.88
2020-09-01 00:00:00,57.0,1240.0,122013.0,2649.66,1343.0,178.5,4107.67
2020-10-01 00:00:00,56.0,1218.0,102620.0,2649.66,1373.0,178.5,4107.67
2020-11-01 00:00:00,54.0,1176.0,83847.0,2649.66,1258.0,178.5,4107.67
2020-12-01 00:00:00,54.0,1188.0,109823.0,2649.66,1333.0,178.5,4273.13
2021-01-01 00:00:00,56.0,1233.0,112575.0,2649.66,1345.0,178.5,4273.13
2021-02-01 00:00:00,54.0,1186.0,109429.0,2649.66,1271.0,178.5,4273.13
2021-03-01 00:00:00,59.0,1299.0,132243.0,2649.66,1474.0,178.5,5041.13
2021-04-01 00:00:00,56.0,1239.0,132191.0,2649.66,1400.0,178.5,5041.13
2021-05-01 00:00:00,56.56,1253.0,77529.0,2649.66,1377.0,178.5,5041.13
2021-06-01 00:00:00,56.0,1232.0,77731.0,2649.66,1343.0,178.5,4973.61
2021-07-01 00:00:00,59.0,1311.0,116392.0,2649.66,1471.0,178.5,4973.61
2021-08-01 00:00:00,59.0,1310.0,94543.0,2649.66,1427.0,178.5,4973.61
2021-09-01 00:00:00,57.0,1259.0,86764.0,2649.66,1358.0,178.5,4922.8
2021-10-01 00:00:00,58.0,1295.0,123023.0,2649.66,1435.0,178.5,4922.8
2021-11-01 00:00:00,58.0,1280.0,123967.0,2649.66,1375.0,178.5,4922.8
2021-12-01 00:00:00,59.36,1315.0,131535.0,2649.66,1440.0,178.5,5699.88
2022-01-01 00:00:00,58.92,1318.0,130874.0,2649.66,1456.0,178.5,5699.88
2022-02-01 00:00:00,54.24,1214.0,118320.0,2649.66,1313.0,178.5,5699.88
2022-03-01 00:00:00,59.37,1317.0,136773.0,2649.66,1432.0,178.5,5699.88
2022-04-01 00:00:00,48.52,1086.0,114815.0,2649.66,1255.0,178.5,5699.88
2022-05-01 00:00:00,56.33,1261.0,99446.0,2649.66,1381.0,178.5,5699.88
2022-06-01 00:00:00,55.42,1240.0,61392.0,2649.66,1338.0,178.5,5699.88
2022-07-01 00:00:00,51.46,1151.0,43978.0,2649.66,1317.0,178.5,5699.88
2022-08-01 00:00:00,56.6,1267.0,43978.0,2649.66,1339.0,178.5,5699.88
2022-09-01 00:00:00,53.57,1199.0,43978.0,2649.66,1316.0,178.5,5699.88
2022-10-01 00:00:00,52.76,1170.0,43978.0,2649.66,1309.0,178.5,5699.88
2022-11-01 00:00:00,52.35,1161.0,43978.0,2649.66,1249.0,178.5,5699.88
2022-12-01 00:00:00,51.19,1136.0,43978.0,2649.66,1235.0,178.5,5699.88
2023-01-01 00:00:00,51.19,1127.0,43978.0,2649.66,1223.84,178.5,5699.88
2023-02-01 00:00:00,51.19,1057.5,43978.0,2649.66,1163.79,178.5,5699.88
2023-03-01 00:00:00,51.19,1211.98,43978.0,2649.66,1354.95,178.5,5699.88
2023-04-01 00:00:00,51.19,1120.58,43978.0,2649.66,1256.5,178.5,5699.88
2023-05-01 00:00:00,51.19,1245.83,43978.0,2649.66,1352.84,178.5,5699.88
2023-06-01 00:00:00,51.19,1215.86,43978.0,2649.66,1291.07,178.5,5699.88
2023-07-10 05:30:00,49.76778054387553,1164.3681390317277,44638.17093189933,3336.8083056928704,1979.7081463130376,863.7819899768101,6880.095233392819
2023-08-18 05:30:00,56.41966880477754,1347.889224007169,45656.850674929876,4261.473401246739,2817.129441803151,1700.9220100352027,7240.479457223488
2023-09-26 05:30:00,42.182671027683426,978.405219585781,19425.56120842297,-21964.281539427964,-23331.18178411006,-24447.04475721208,-18797.283606372956
2023-11-04 05:30:00,60.83063071885735,1430.835779778088,62362.2437092421,21180.593824193853,19850.90752736617,18731.004407298627,24523.52484978049
2023-12-13 05:30:00,46.95960416015721,1125.0641788197267,35531.23513986121,-5790.394899847019,-7128.500045095338,-8240.697030931851,-3093.5997803714754
2024-01-21 05:30:00,53.99831938867183,1253.0808874647146,40482.83108376139,-529.4549955321436,-1774.3878223831332,-2890.6654737609006,3013.8158570901733
2024-02-29 05:30:00,51.907124307773785,1235.3840617777362,57657.56337837786,16299.697177655622,14908.186837175655,13798.263366402593,19054.014165551544
2024-04-08 05:30:00,43.42603701601711,1050.9420125361776,28990.494430014478,-12232.166490624484,-13595.534868208259,-14707.568126707385,-9112.536783205
2024-05-17 05:30:00,55.97398802493525,1322.57810533713,43367.25248099463,1884.0400265441444,502.54353723047313,-608.2662342363126,5148.609373669282
2024-06-25 05:30:00,46.761075108361894,1120.3741256753767,44310.73350514207,3009.9776955237753,1554.5303509197,441.5760237681075,5738.864920713445
2024-08-03 05:30:00,54.034338691741254,1296.584204539979,49917.88065540721,8504.921277612306,7205.064993623386,6094.479277875138,11687.549889329672
2024-09-11 05:30:00,52.8671211016181,1238.6121754192106,50789.676505749805,9548.684008985985,8166.603210524178,7053.328593552069,12402.379079151573
